135,1465978646895,8
902,1465978646888,8
774,1465978646893,2
95,1465978646897,9
850,1465978646894,3
415,1465978646890,8
666,1465978646892,2
993,1465978646890,4
866,1465978646892,1
697,1465978646894,3
228,1465978646890,2
267,1465978646892,2
456,1465978646898,1
553,1465978646895,3
290,1465978646889,8
40,1465978646890,4
449,1465978646895,6
997,1465978646897,8
23,1465978646890,7
661,1465978646893,5
400,1465978646897,5
846,1465978646892,4
425,1465978646891,4
212,1465978646895,2
841,1465978646893,1
52,1465978646895,4
688,1465978646894,8
440,1465978646895,4
900,1465978646893,7
473,1465978646889,4
401,1465978646894,2
255,1465978646889,3
101,1465978646896,4
271,1465978646895,9
849,1465978646888,7
217,1465978646898,3
218,1465978646891,9
947,1465978646891,8
87,1465978646892,9
490,1465978646892,6
494,1465978646888,2
772,1465978646894,5
469,1465978646898,9
925,1465978646896,4
885,1465978646890,1
124,1465978646890,9
647,1465978646893,9
754,1465978646895,4
778,1465978646893,6
278,1465978646893,3
129,1465978646897,9
908,1465978646896,6
229,1465978646892,9
638,1465978646893,8
812,1465978646894,5
326,1465978646891,8
901,1465978646893,2
316,1465978646890,3
408,1465978646898,3
11,1465978646896,3
965,1465978646890,3
686,1465978646897,8
795,1465978646891,1
82,1465978646890,9
867,1465978646894,2
620,1465978646896,2
67,1465978646889,5
698,1465978646896,8
247,1465978646889,3
33,1465978646894,7
606,1465978646894,6
139,1465978646896,4
381,1465978646894,3
297,1465978646895,7
992,1465978646896,3
38,1465978646888,4
20,1465978646895,1
926,1465978646895,2
437,1465978646894,6
159,1465978646897,6
704,1465978646890,6
968,1465978646897,1
65,1465978646891,3
353,1465978646897,3
249,1465978646897,6
729,1465978646890,3
836,1465978646889,8
912,1465978646897,5
419,1465978646889,9
617,1465978646898,7
63,1465978646892,7
136,1465978646897,3
964,1465978646895,1
122,1465978646894,4
173,1465978646897,1
259,1465978646897,9
327,1465978646896,4
635,1465978646893,6
375,1465978646893,6
681,1465978646888,2
377,1465978646891,1
911,1465978646898,6
127,1465978646895,9
648,1465978646888,6
723,1465978646892,3
733,1465978646893,3
391,1465978646894,2
534,1465978646897,2
764,1465978646891,1
50,1465978646895,4
761,1465978646889,8
116,1465978646889,2
822,1465978646894,3
738,1465978646895,9
807,1465978646892,9
592,1465978646890,9
221,1465978646895,2
653,1465978646889,5
251,1465978646888,4
230,1465978646892,1
694,1465978646888,5
46,1465978646892,8
342,1465978646890,2
182,1465978646888,1
235,1465978646893,7
370,1465978646889,6
977,1465978646892,3
84,1465978646893,5
839,1465978646892,6
762,1465978646896,5
153,1465978646893,6
665,1465978646897,4
107,1465978646890,1
426,1465978646898,8
428,1465978646892,4
654,1465978646890,6
888,1465978646889,3
863,1465978646889,3
547,1465978646896,4
800,1465978646896,9
453,1465978646889,1
720,1465978646896,3
725,1465978646893,7
903,1465978646888,1
668,1465978646888,9
843,1465978646888,3
26,1465978646896,5
191,1465978646891,5
579,1465978646896,7
634,1465978646894,7
587,1465978646892,5
928,1465978646895,3
28,1465978646891,1
921,1465978646894,4
842,1465978646890,5
287,1465978646891,7
137,1465978646897,3
376,1465978646891,6
187,1465978646898,2
238,1465978646894,2
223,1465978646891,3
384,1465978646888,5
567,1465978646897,8
639,1465978646888,8
559,1465978646891,3
861,1465978646894,1
501,1465978646891,5
554,1465978646888,6
897,1465978646897,3
810,1465978646896,3
196,1465978646890,7
904,1465978646889,1
452,1465978646891,6
878,1465978646895,4
194,1465978646888,9
577,1465978646889,2
511,1465978646895,2
662,1465978646895,6
277,1465978646889,6
728,1465978646892,8
916,1465978646897,3
583,1465978646890,9
569,1465978646898,9
717,1465978646891,9
644,1465978646893,6
407,1465978646897,5
130,1465978646887,3
673,1465978646896,5
870,1465978646896,1
369,1465978646888,6
824,1465978646894,4
29,1465978646893,8
49,1465978646892,1
706,1465978646891,6
347,1465978646894,5
787,1465978646888,6
537,1465978646895,7
958,1465978646893,3
672,1465978646894,1
823,1465978646893,6
741,1465978646891,2
492,1465978646897,5
909,1465978646897,1
152,1465978646894,4
853,1465978646896,6
256,1465978646895,4
571,1465978646894,7
352,1465978646891,9
74,1465978646893,3
336,1465978646889,1
674,1465978646891,4
115,1465978646892,4
282,1465978646890,4
889,1465978646895,5
722,1465978646892,8
730,1465978646894,5
51,1465978646897,4
262,1465978646897,5
758,1465978646893,8
254,1465978646889,3
535,1465978646897,7
920,1465978646888,2
387,1465978646892,6
356,1465978646888,7
2,1465978646894,3
976,1465978646889,4
102,1465978646888,5
70,1465978646895,3
300,1465978646896,3
509,1465978646896,4
544,1465978646889,8
3,1465978646893,5
869,1465978646891,8
611,1465978646889,8
827,1465978646891,2
517,1465978646893,9
943,1465978646891,5
392,1465978646892,9
687,1465978646888,9
898,1465978646890,9
243,1465978646888,5
786,1465978646889,5
805,1465978646888,8
732,1465978646891,4
953,1465978646898,8
7,1465978646896,4
396,1465978646893,4
929,1465978646894,2
252,1465978646896,3
917,1465978646892,4
248,1465978646893,3
636,1465978646897,4
576,1465978646893,2
756,1465978646888,5
140,1465978646890,3
877,1465978646890,2
882,1465978646889,3
79,1465978646896,6
97,1465978646892,1
742,1465978646897,3
